airfoil_name,coordinates,reynolds_number,angle_of_attack,lift_coefficient,drag_coefficient
SD8000,"[(1.0, 0.0), (0.99674, 0.0003), (0.98711, 0.0013), (0.97148, 0.00321), (0.95032, 0.00607), (0.92413, 0.00984), (0.89343, 0.01434), (0.85871, 0.01936), (0.82042, 0.02466), (0.77899, 0.03), (0.73481, 0.03521), (0.68831, 0.04017), (0.63998, 0.04478), (0.59034, 0.04894), (0.53991, 0.05256), (0.48921, 0.05553), (0.43875, 0.0578), (0.38905, 0.05929), (0.34062, 0.05996), (0.29395, 0.05978), (0.24951, 0.05872), (0.20775, 0.05675), (0.16906, 0.05389), (0.1338, 0.05012), (0.10229, 0.04548), (0.07476, 0.04), (0.05142, 0.03377), (0.03238, 0.02686), (0.01766, 0.01948), (0.00729, 0.01194), (0.00136, 0.0046), (0.00022, -0.00175), (0.0044, -0.00749), (0.0137, -0.01315), (0.0278, -0.01814), (0.04677, -0.02225), (0.07058, -0.02544), (0.09914, -0.02776), (0.13219, -0.02929), (0.16941, -0.03008), (0.21041, -0.0302), (0.25477, -0.02969), (0.30202, -0.02864), (0.35163, -0.0271), (0.40307, -0.02514), (0.45576, -0.02284), (0.50913, -0.02024), (0.56263, -0.01744), (0.61566, -0.01459), (0.66757, -0.01179), (0.71773, -0.0091), (0.76556, -0.00662), (0.81047, -0.00445), (0.85185, -0.00268), (0.8891, -0.00132), (0.9217, -0.0004), (0.94916, 0.00013), (0.97105, 0.00032), (0.987, 0.00026), (0.99673, 9e-05), (1.00001, 0.0)]",306100.0,6.28,0.917,0.0163
SD8000,"[(1.0, 0.0), (0.99674, 0.0003), (0.98711, 0.0013), (0.97148, 0.00321), (0.95032, 0.00607), (0.92413, 0.00984), (0.89343, 0.01434), (0.85871, 0.01936), (0.82042, 0.02466), (0.77899, 0.03), (0.73481, 0.03521), (0.68831, 0.04017), (0.63998, 0.04478), (0.59034, 0.04894), (0.53991, 0.05256), (0.48921, 0.05553), (0.43875, 0.0578), (0.38905, 0.05929), (0.34062, 0.05996), (0.29395, 0.05978), (0.24951, 0.05872), (0.20775, 0.05675), (0.16906, 0.05389), (0.1338, 0.05012), (0.10229, 0.04548), (0.07476, 0.04), (0.05142, 0.03377), (0.03238, 0.02686), (0.01766, 0.01948), (0.00729, 0.01194), (0.00136, 0.0046), (0.00022, -0.00175), (0.0044, -0.00749), (0.0137, -0.01315), (0.0278, -0.01814), (0.04677, -0.02225), (0.07058, -0.02544), (0.09914, -0.02776), (0.13219, -0.02929), (0.16941, -0.03008), (0.21041, -0.0302), (0.25477, -0.02969), (0.30202, -0.02864), (0.35163, -0.0271), (0.40307, -0.02514), (0.45576, -0.02284), (0.50913, -0.02024), (0.56263, -0.01744), (0.61566, -0.01459), (0.66757, -0.01179), (0.71773, -0.0091), (0.76556, -0.00662), (0.81047, -0.00445), (0.85185, -0.00268), (0.8891, -0.00132), (0.9217, -0.0004), (0.94916, 0.00013), (0.97105, 0.00032), (0.987, 0.00026), (0.99673, 9e-05), (1.00001, 0.0)]",306100.0,7.81,1.035,0.0207
SD8000,"[(1.0, 0.0), (0.99674, 0.0003), (0.98711, 0.0013), (0.97148, 0.00321), (0.95032, 0.00607), (0.92413, 0.00984), (0.89343, 0.01434), (0.85871, 0.01936), (0.82042, 0.02466), (0.77899, 0.03), (0.73481, 0.03521), (0.68831, 0.04017), (0.63998, 0.04478), (0.59034, 0.04894), (0.53991, 0.05256), (0.48921, 0.05553), (0.43875, 0.0578), (0.38905, 0.05929), (0.34062, 0.05996), (0.29395, 0.05978), (0.24951, 0.05872), (0.20775, 0.05675), (0.16906, 0.05389), (0.1338, 0.05012), (0.10229, 0.04548), (0.07476, 0.04), (0.05142, 0.03377), (0.03238, 0.02686), (0.01766, 0.01948), (0.00729, 0.01194), (0.00136, 0.0046), (0.00022, -0.00175), (0.0044, -0.00749), (0.0137, -0.01315), (0.0278, -0.01814), (0.04677, -0.02225), (0.07058, -0.02544), (0.09914, -0.02776), (0.13219, -0.02929), (0.16941, -0.03008), (0.21041, -0.0302), (0.25477, -0.02969), (0.30202, -0.02864), (0.35163, -0.0271), (0.40307, -0.02514), (0.45576, -0.02284), (0.50913, -0.02024), (0.56263, -0.01744), (0.61566, -0.01459), (0.66757, -0.01179), (0.71773, -0.0091), (0.76556, -0.00662), (0.81047, -0.00445), (0.85185, -0.00268), (0.8891, -0.00132), (0.9217, -0.0004), (0.94916, 0.00013), (0.97105, 0.00032), (0.987, 0.00026), (0.99673, 9e-05), (1.00001, 0.0)]",306100.0,9.32,1.121,0.0278
SD8000,"[(1.0, 0.0), (0.99674, 0.0003), (0.98711, 0.0013), (0.97148, 0.00321), (0.95032, 0.00607), (0.92413, 0.00984), (0.89343, 0.01434), (0.85871, 0.01936), (0.82042, 0.02466), (0.77899, 0.03), (0.73481, 0.03521), (0.68831, 0.04017), (0.63998, 0.04478), (0.59034, 0.04894), (0.53991, 0.05256), (0.48921, 0.05553), (0.43875, 0.0578), (0.38905, 0.05929), (0.34062, 0.05996), (0.29395, 0.05978), (0.24951, 0.05872), (0.20775, 0.05675), (0.16906, 0.05389), (0.1338, 0.05012), (0.10229, 0.04548), (0.07476, 0.04), (0.05142, 0.03377), (0.03238, 0.02686), (0.01766, 0.01948), (0.00729, 0.01194), (0.00136, 0.0046), (0.00022, -0.00175), (0.0044, -0.00749), (0.0137, -0.01315), (0.0278, -0.01814), (0.04677, -0.02225), (0.07058, -0.02544), (0.09914, -0.02776), (0.13219, -0.02929), (0.16941, -0.03008), (0.21041, -0.0302), (0.25477, -0.02969), (0.30202, -0.02864), (0.35163, -0.0271), (0.40307, -0.02514), (0.45576, -0.02284), (0.50913, -0.02024), (0.56263, -0.01744), (0.61566, -0.01459), (0.66757, -0.01179), (0.71773, -0.0091), (0.76556, -0.00662), (0.81047, -0.00445), (0.85185, -0.00268), (0.8891, -0.00132), (0.9217, -0.0004), (0.94916, 0.00013), (0.97105, 0.00032), (0.987, 0.00026), (0.99673, 9e-05), (1.00001, 0.0)]",306100.0,10.83,1.155,0.0444
SD8000,"[(1.0, 0.0), (0.99674, 0.0003), (0.98711, 0.0013), (0.97148, 0.00321), (0.95032, 0.00607), (0.92413, 0.00984), (0.89343, 0.01434), (0.85871, 0.01936), (0.82042, 0.02466), (0.77899, 0.03), (0.73481, 0.03521), (0.68831, 0.04017), (0.63998, 0.04478), (0.59034, 0.04894), (0.53991, 0.05256), (0.48921, 0.05553), (0.43875, 0.0578), (0.38905, 0.05929), (0.34062, 0.05996), (0.29395, 0.05978), (0.24951, 0.05872), (0.20775, 0.05675), (0.16906, 0.05389), (0.1338, 0.05012), (0.10229, 0.04548), (0.07476, 0.04), (0.05142, 0.03377), (0.03238, 0.02686), (0.01766, 0.01948), (0.00729, 0.01194), (0.00136, 0.0046), (0.00022, -0.00175), (0.0044, -0.00749), (0.0137, -0.01315), (0.0278, -0.01814), (0.04677, -0.02225), (0.07058, -0.02544), (0.09914, -0.02776), (0.13219, -0.02929), (0.16941, -0.03008), (0.21041, -0.0302), (0.25477, -0.02969), (0.30202, -0.02864), (0.35163, -0.0271), (0.40307, -0.02514), (0.45576, -0.02284), (0.50913, -0.02024), (0.56263, -0.01744), (0.61566, -0.01459), (0.66757, -0.01179), (0.71773, -0.0091), (0.76556, -0.00662), (0.81047, -0.00445), (0.85185, -0.00268), (0.8891, -0.00132), (0.9217, -0.0004), (0.94916, 0.00013), (0.97105, 0.00032), (0.987, 0.00026), (0.99673, 9e-05), (1.00001, 0.0)]",306100.0,11.81,1.009,0.199
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,-6.03,-0.59,0.0197
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,-5.05,-0.533,0.0204
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,-4.01,-0.442,0.0167
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,-2.98,-0.356,0.0159
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,-1.96,-0.224,0.0147
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,-0.94,-0.082,0.0136
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,0.08,-0.024,0.0128
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,1.09,0.021,0.014
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,2.14,0.184,0.0163
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,3.14,0.284,0.0155
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,4.17,0.369,0.0175
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,5.18,0.443,0.0196
SD8020,"[(1.0, 0.0), (0.99646, 0.00027), (0.98625, 0.00131), (0.97017, 0.0033), (0.94885, 0.00591), (0.92247, 0.00876), (0.89118, 0.01188), (0.85538, 0.01532), (0.8156, 0.01908), (0.77237, 0.02308), (0.72627, 0.02722), (0.67789, 0.03135), (0.62777, 0.03535), (0.57647, 0.03909), (0.52456, 0.04246), (0.47261, 0.04536), (0.42116, 0.0477), (0.37077, 0.04938), (0.32196, 0.05034), (0.27523, 0.05051), (0.23106, 0.04982), (0.18987, 0.04824), (0.15203, 0.04574), (0.11789, 0.04233), (0.08774, 0.03802), (0.06179, 0.03287), (0.04024, 0.02697), (0.02318, 0.02041), (0.01065, 0.01345), (0.00276, 0.00645), (0.0, 0.0), (0.00276, -0.00645), (0.01066, -0.01345), (0.02319, -0.02041), (0.04024, -0.02697), (0.0618, -0.03287), (0.08774, -0.03802), (0.1179, -0.04233), (0.15204, -0.04574), (0.18987, -0.04824), (0.23107, -0.04982), (0.27524, -0.05051), (0.32197, -0.05034), (0.37077, -0.04938), (0.42117, -0.04769), (0.47262, -0.04536), (0.52457, -0.04246), (0.57648, -0.03908), (0.62778, -0.03534), (0.6779, -0.03135), (0.72629, -0.02722), (0.77238, -0.02308), (0.81561, -0.01907), (0.85539, -0.01532), (0.89119, -0.01188), (0.92248, -0.00876), (0.94886, -0.00591), (0.97018, -0.0033), (0.98626, -0.00131), (0.99647, -0.00027), (1.00001, 0.0)]",59800.0,6.2,0.513,0.0266
